-,date,time,username,name,tweet,geo,Positive,Happy,Relief,Neutral,Anxious,Sad,Negative
4082,2020-07-08,20:49:10,guyofyourarman,McLovin.,life quarantine,Delhi,0,0,0,1,0,0,0
4083,2020-07-08,20:41:01,delhiairport,Delhi Airport,dear pranay quarantine passenger handle delhi state health department request get touch far information,Delhi,0,0,0,1,0,0,0
4084,2020-07-08,20:39:59,rajneilkamath,Rajneil Kamath राजनील कामथ,do not know whether laugh or cry when see and hear news inauguration quarantine and not sure either or good news prepare,Delhi,0,0,0,1,0,0,0
4085,2020-07-08,20:31:56,sambhav_jainism,Sambhav Jain,please support product make india   <SAD> if need best quality give phone number regard sambhav jain,Delhi,0,0,0,0,0,0,1
4086,2020-07-08,20:21:34,airnewsalerts,All India Radio News,chief minister hemant soren quarantine after come contact state minister mithilesh who test positive along cm official chief minister also go home quarantine,Delhi,0,0,0,1,0,0,0
4087,2020-07-08,20:11:28,purikushaan,Kush_mufc,if resident do day institutional quarantine but if come negative report haal dekh lo inke,Delhi,0,0,0,1,0,0,0
4088,2020-07-08,20:05:55,trendynewslive,Trending News,एक मास्क की कीमत क्या,Delhi,0,0,0,1,0,0,0
4089,2020-07-08,20:04:22,trendynewslive,Trending News,covid test cross,Delhi,0,0,0,1,0,0,0
4090,2020-07-08,20:04:21,itscoolmandyboy,Manmeet Singh,guy,Delhi,0,0,0,1,0,0,0
4091,2020-07-08,20:01:03,youngwilddesi,Young Wild Desi,दिया और आज जब आपको किसी को से किया जा रहा है तो आप ही अपना रहे हैं। quarantine किया जा रहा है तो आप अपना रहे हैं । पर के को तो ब्राह्मणवाद मनुवाद था और,Delhi,0,0,0,0,0,0,1
4092,2020-07-08,19:58:36,youngwilddesi,Young Wild Desi,का घर होता है। यह हर न इसलिए दिन का quarantine period जो को था घर वाले तक नहीं सकते थे दिन उसका पीना भोजन बिस्तर सब कर जाते दिन के पश्चात,Delhi,0,0,0,1,0,0,0
4093,2020-07-08,19:47:43,biharibhaiyaji,बिहारी बाबू,not delhi govt hospital and get hospital asap without home quarantine first after detection virus save life thanks delhi doctor otherwise government rule would fail,Delhi,0,0,0,0,1,0,0
4094,2020-07-08,19:41:02,chutintorn_sam,Chutintorn Sam Gongsakdi,air travel change during covid time diplomat people team thailand member india love one essential task return thailand entail find flight day quarantine arrival close month away post stay put,Delhi,0,0,0,1,0,0,0
4095,2020-07-08,19:18:48,lekh27,vijay banga,sebastian kurz make public worry development after ministerial corona infect people austria break quarantine,Delhi,0,0,0,0,0,0,1
4096,2020-07-08,18:41:32,safejob1,Safejobofficial,personal take hit during trend work home era student talk serious quarantine issue,Delhi,0,0,0,1,0,0,0
4097,2020-07-08,18:37:02,shreyar_c,Shreya Roy Chowdhury,also minister tech official big state huge unis point many institution use quarantine conventional exam simply not possible way mhrd do not know,Delhi,0,0,0,1,0,0,0
4098,2020-07-08,18:35:17,msethi42,Manish 🇮🇳,what regard quarantine student come india australia vande bharat flight land new delhi th july,Delhi,0,0,0,0,0,0,1
4099,2020-07-08,18:31:44,flora_mizo,Flora Khiangte,long day quarantine hope do not get infect centre also do not mental during period,Delhi,0,0,0,0,0,0,1
4100,2020-07-08,18:22:50,kajalanand18,Yoongi's Nose *bop*⁷🐱,quarantine what record break today,Delhi,0,0,0,0,0,0,0
4101,2020-07-08,23:59:55,pradeepapandyn,Pradeepa Pandiyan,how report home quarantine violation,Karnataka,0,0,0,1,0,0,0
4103,2020-07-08,23:55:49,parasrishi,Paras पारस ਰਿਸ਼ੀ,start year ka saala” friend think probably give sick quarantine life <SAD>,Karnataka,0,0,0,0,1,0,0
4104,2020-07-08,23:23:10,quarantinezubi,Quarantine Zubair,actually,Karnataka,0,0,0,1,0,0,0
4106,2020-07-08,22:57:27,mehdi_nisar1,ನಿಸಾರ್,why aapko quarantine hai kya bandh karke,Karnataka,0,0,0,1,0,0,0
4107,2020-07-08,22:45:17,hegde_niranjan,Niranjan Hegde,letter across social platform kindly,Karnataka,0,0,0,1,0,0,0
4109,2020-07-08,22:28:45,mt_shaf,🇮🇳ഉയർന്ന ചിന്താഗതിയും മൂഞ്ചിയ ജീവിതവും..🇮🇳,how much paid,Karnataka,0,0,0,1,0,0,0
4110,2020-07-08,22:16:18,boskykhanna,Bosky Khanna,bbmp war room bulletin show rise case hour day,Karnataka,0,0,0,1,0,0,0
4111,2020-07-08,22:15:46,bennedose,shiv,last day daily b bengaluru case number etc call community spread where contact govt person say and stage wrong beyond let u admit,Karnataka,0,0,0,0,0,0,1
4112,2020-07-08,21:58:46,jayeshraghavan,Jayesh Veeraraghavan,and authority still and not take single special or additional or action take spread virus flatten curve or specific regard spread bed really really worry situation,Karnataka,0,0,0,0,0,0,0
4113,2020-07-08,21:57:55,_darth_gamer_,Naga Ritesh 🎮,entertain rewatching almost every single video thanks quarantine,Karnataka,0,0,0,1,0,0,0
4115,2020-07-08,21:40:44,light_gplusz,Gaurav Zade,even if approach business level offer hotel quarantine and like rent flat and ़िंदगीझंडफिरभी,Karnataka,0,0,0,1,0,0,0
4116,2020-07-08,21:21:47,tusharrocks,Tushar Tayal,quite quarantine need slash,Karnataka,0,0,0,1,0,0,0
4117,2020-07-08,21:18:06,723212saurabh,SARRY SRI,association pressure home quarantine but due nature job wife expect extremely difficult pls suggest,Karnataka,0,0,0,0,1,0,0
4118,2020-07-08,21:16:10,723212saurabh,SARRY SRI,sir name saurabh srivastava work time india bangalore th july go home quarantine day association pressure go home quarantine along,Karnataka,0,0,0,1,0,0,0
4119,2020-07-08,21:09:49,yathira91462773,Yathiraj,sir require quarantine if travel bangalore without covid sign,Karnataka,0,0,0,1,0,0,0
4120,2020-07-08,21:00:27,s_shree_kanth,Srikanth,sir what happens when health official inform and person home quarantine mild and test positive visit make bbmp health official,Karnataka,1,0,0,0,0,0,0
4121,2020-07-08,20:53:40,krrishkushwaha,krishna kushwaha,ek hi hai sir <SAD> respect bharat ratan sir,Karnataka,0,0,0,1,0,0,0
4122,2020-07-08,20:31:02,prathapnlr,Prathap,personally information within day discharge and ask home quarantine,Karnataka,0,0,0,1,0,0,0
4123,2020-07-08,20:25:17,discoversk,"Pathan, Salim",mangoge toffy dege kitab mangoge dege aspatal mangoge quarantine kar dege rozgar mangoge dege mangoge galwan dege suraksha mangoge dube dege mera mangoge uapa dege nagrikta mangoge dege,Karnataka,0,0,0,1,0,0,0
4124,2020-07-08,20:25:07,indigomusiccom,IndigoMusic.com,recently sat detail life plan upcoming and serious note body image issue,Karnataka,0,0,0,1,0,0,0
4125,2020-07-08,20:20:21,_tachyons,Aboobacker MK,who come house caught help commando and quarantine centre far away rough announcement,Karnataka,0,0,0,1,0,0,0
4126,2020-07-08,20:19:52,murali772,Muralidhar Rao,extremely sad student who along four third flight kochi quarantine center near old farooq bridge kozhikode sad kovid model,Karnataka,0,0,0,0,1,0,0
4127,2020-07-08,20:01:34,e_hs_us,The Barefoottraveller 🌍,ready quarantine long government want promise take necessary precaution regard covid test please u u family love one several eu member support u,Karnataka,0,0,0,0,1,0,0
4128,2020-07-08,19:58:13,rasnandish,Rashmi,case raise and doctor not available phone home quarantine patient why cannot govt start set group doctor help patient home go even difficult get bed hospital,Karnataka,0,0,0,0,0,0,1
4130,2020-07-08,18:55:14,thenewsminute,The News Minute,doctor ernakulam general hospital go quarantine,Karnataka,0,0,0,1,0,0,0
4131,2020-07-08,18:54:59,ayebonda,Sathvik Bharadwaj,thing quarantine nice round belly,Karnataka,0,0,0,1,0,0,0
4132,2020-07-08,18:46:40,lrsshetty,Lakshmiramaiah shetty(LRS),death quarantine,Karnataka,0,0,0,1,0,0,0
4133,2020-07-08,18:31:23,lonlinesscounts,RAVI RANJAN,sir what quarantine rule person bangalore dhanbad flight via or please reply,Karnataka,0,0,0,0,0,0,1
4134,2020-07-08,17:57:28,augus321,it's.a_u_G_u_s 📸,how quarantine brother,Karnataka,0,0,0,1,0,0,0
4135,2020-07-08,17:43:00,sharanu6664343,ಪರಿಸರ ಪ್ರೇಮಿ,lockdown aggressive test track treatment and proper quarantine pls,Karnataka,0,0,0,0,0,0,1
4136,2020-07-08,17:42:54,epawitter1,Edison Plato. M,<SPACE-TIME> <NEUTRAL>,Karnataka,0,0,0,1,0,0,0
4137,2020-07-08,17:36:01,out_of_bucks,Just thinking,scam sent quarantine,Karnataka,0,0,0,1,0,0,0
4138,2020-07-08,17:11:31,balajiworld,Balaji,one way and prevent infection hospital not allow anyone go covid hospital directly everyone first go quarantine center and if anyone sent hospital let doctor decide who need bed not hospital,Karnataka,0,0,0,0,1,0,0
4139,2020-07-08,17:03:07,nivivacious,Nivedita,one small quarantine love monsoon get tweet and appreciate comfort home rain adjacent,Karnataka,1,0,0,0,0,0,0
4141,2020-07-08,23:56:42,saumya_ojha24,Saumya Ojha,dude hit u quarantine different level thanks lovely song,Rajasthan,0,0,0,1,0,0,0
4144,2020-07-08,16:46:34,itxvibby,⚡ｉｔ'ｘ ｖｉｂｂｙ🥀💮,say full quarantine kab hoga but deep inside people do not want quarantine end one <NEUTRAL>,Rajasthan,0,0,0,0,1,0,0
4145,2020-07-08,15:28:06,thefirstindia,First India,employee fire airport report positive fear spread among airport employee who work airport administration do not quarantine employee,Rajasthan,1,0,0,0,0,0,0
4146,2020-07-08,14:36:02,itzmnish9,Manish Mewara,bhai school or university ab quarantine free kr diye h,Rajasthan,0,0,0,1,0,0,0
4147,2020-07-08,14:04:55,ashok_lalwani94,meditationlabs.oshok,addiction anything bad anger or already free check right say full aware,Rajasthan,0,0,0,0,0,0,0
4148,2020-07-08,12:22:11,piyushhhagarwal,Piyush Agarwal,pandemic go education since quarantine but yes take exam best state give least try complete syllabus before try,Rajasthan,0,0,0,0,0,0,1
4152,2020-07-08,08:00:18,thefirstindia,First India,antar quarantine center city today and also visit ruhs hospital,Rajasthan,0,0,0,1,0,0,0
4153,2020-07-08,07:10:00,thefoodiesloths,The Foodie Sloths,breakfast scene potato <LOVE>,Rajasthan,0,0,0,1,0,0,0
4155,2020-07-08,16:50:01,drbhaveshthakkr,Dr. Bhavesh Thakkar,tip take care during,Gujarat,0,0,0,1,0,0,0
4156,2020-07-08,13:54:34,yadavarjun442,Arjun Yadav,u quarantine city plan earlier least day,Gujarat,0,0,0,0,0,0,1
4157,2020-07-08,11:21:58,thehacker_07,Rushil Choksi,today excite quarantine housie,Gujarat,0,0,0,1,0,0,0
4158,2020-07-08,11:14:45,kathanadhyaru,Kathan Adhyaru,facetime shoot kiinjal rajput,Gujarat,0,0,0,1,0,0,0
4159,2020-07-08,23:59:32,kanikarajani14,Kanika Rajani,lockdown perfect topic knowledge which student see govt true question indeed try student who first time voter <HAPPY> ,Maharashtra,0,0,0,0,1,0,0
4160,2020-07-08,23:56:10,mishrajilko,प्रशान्त मिश्रा । Prashant M.,college dekhi thi lockdown collection aur ye dekhi scorcese leo,Maharashtra,0,0,0,1,0,0,0
4161,2020-07-08,23:54:43,shettyanna87,Nitin Shetty,humble request kars impose strict action lockdown every day case cross if situation continue bad situation request pls look,Maharashtra,0,0,0,0,0,0,1
4162,2020-07-08,23:53:36,winovercorona,Fake Unlock 2.0,area east everything shut not even fruit and re shut and one month strict lockdown not get anything and good price end loss,Maharashtra,0,0,0,0,1,0,0
4164,2020-07-08,23:50:53,gaikwadtanay12,Tanay Gaikwad,look make new friend let’s connect and friend one know if get time friend after lockdown completely come let use opportunity <SLEEPY>,Maharashtra,0,0,0,1,0,0,0
4166,2020-07-08,23:49:00,shettyanna87,Nitin Shetty,manoj ji humble request kars impose strict action lockdown every day case cross if situation continue bad situation request pls look,Maharashtra,0,0,0,0,0,0,1
4167,2020-07-08,23:48:51,swapnilraikar9,Swapnil R,strict lockdown vasaigaon responsible increase number patient please block and road,Maharashtra,0,0,0,0,0,0,0
4168,2020-07-08,23:48:18,rvhxn,rohan,lockdown need end asap twitter,Maharashtra,0,0,0,1,0,0,0
4169,2020-07-08,23:46:56,jesalamehta,Jesal A Mehta,why allow get away block money force u fly business hv revenue since lockdown strtd like force customer pay service not recd why big business r,Maharashtra,0,0,0,0,1,0,0
4170,2020-07-08,23:46:03,gargvashist,Anamika Vashist Garg,contact district education officer if school demand fee during lockdown mantralaya,Maharashtra,0,0,0,1,0,0,0
4171,2020-07-08,23:44:59,smita_sana,Smita Sana,after lockdown new work start,Maharashtra,0,0,0,1,0,0,0
4172,2020-07-08,23:44:44,soumitnaik,Soumit,yes living lockdown life hope and family well and safe,Maharashtra,0,0,0,0,0,0,0
4173,2020-07-08,23:44:30,emnishant,Nishant Amin 🍫,<LAUGH> lockdown hai cant,Maharashtra,0,0,0,1,0,0,0
4174,2020-07-08,23:43:27,dinoopl,Dinoop Louis,open centre face big issue do not link aadhaar card phone number stuck cannot do anything please open need link remove day lockdown,Maharashtra,0,0,0,0,0,0,1
4175,2020-07-08,23:42:01,bollykibaten,Bollywood Ki Baten,take amidst lockdown and create truly cool artwork let focus hobby and take something interest amidst lockdown,Maharashtra,0,0,0,0,1,0,0
4176,2020-07-08,23:41:20,shettyanna87,Nitin Shetty,mihir ji humble request kars impose strict action lockdown every day case cross if situation continue bad situation request pls look,Maharashtra,0,0,0,0,0,0,1
4177,2020-07-08,23:39:58,bollykibaten,Bollywood Ki Baten,check award win create india first ever celebrity game show lockdown cheese” also make u cry eye,Maharashtra,0,0,0,1,0,0,0
4179,2020-07-08,23:36:22,firozeshakir,Firoze Shakir,love lockdown,Maharashtra,0,0,0,1,0,0,0
4180,2020-07-08,23:35:31,subhash_ati9,Lockdown Returns,candyman jordan peele movie one watch,Maharashtra,0,0,0,1,0,0,0
4181,2020-07-08,23:34:46,bollykibaten,Bollywood Ki Baten,intezaar khatam kyunki th july se tv pe shuru catch fresh episode tv show july th after three month fresh episode lockdown tv,Maharashtra,1,0,0,0,0,0,0
4182,2020-07-08,23:32:40,vaibhav_mn,Vaibhav Manchanda,what go lockdown,Maharashtra,0,0,0,1,0,0,0
4183,2020-07-08,23:31:21,imrajdeepgajjar,Rajdeep Gajjar,lockdown make realise hum sab jodi mein din nikal sakte hai bhi,Maharashtra,0,0,0,1,0,0,0
4184,2020-07-08,23:31:15,vaidehitaman,QueenBee,actor commit suicide residence mandya district reason year old suicide not know but work lockdown and depression speculate sure or,Maharashtra,0,0,0,0,0,0,1
4185,2020-07-08,23:31:07,bollykibaten,Bollywood Ki Baten,many thing do and new door open arhaan behll arhaan behll say important take break improve quality work say focus positive side,Maharashtra,0,0,0,1,0,0,0
4187,2020-07-08,23:27:46,mulund_info,𝔐𝔲𝔩𝔲𝔫𝔡 𝔦𝔫𝔣𝔬,today big fail guess move towards another navi mumbai style lockdown  <SYMBOLS>,Maharashtra,0,0,0,1,0,0,0
4188,2020-07-08,23:27:46,rukozara,kalery,maybe lockdown,Maharashtra,0,0,0,0,0,0,0
4190,2020-07-08,23:26:33,jenandtonic__,jennifer’s thots 🍝,remember when first day lockdown happen and people go crazy nothing do or super excite do everything do age want say hahah <LAUGH> <SAD>,Maharashtra,0,0,0,1,0,0,0
4191,2020-07-08,23:19:42,vaiju7,ఆముక్తమాల్యద,panvel navi mumbai severe lockdown,Maharashtra,0,0,0,1,0,0,0
4192,2020-07-08,23:17:23,ampinitynews,Ampinity News,infect state record new patient found and people recover lockdown bhagalpur and nawada,Maharashtra,1,0,0,0,0,0,0
4193,2020-07-08,23:16:09,sujeetbugade,Sujeet Bugade,necessary fund public servant alary during lockdown,Maharashtra,0,0,0,0,0,0,1
4195,2020-07-08,23:11:21,redhototo,rohit,yes get delivery after month lockdown many delivery left village,Maharashtra,0,0,0,0,0,0,1
4196,2020-07-08,23:07:51,sana_sayyed8,Sana Sayyed❤️,wish could turn back time old days” <HAPPY> ,Maharashtra,0,0,0,1,0,0,0
4198,2020-07-08,23:07:10,dtcconsultants,DTC Consultants 🇮🇳,not big deal u clear exam month level after lockdown,Maharashtra,0,0,0,1,0,0,0
4199,2020-07-08,23:57:43,parulchandrap,Parul Chandra,it’s question which many answer but none forthcoming why not refund money ticket flight get cancel during lockdown why why why,Delhi,0,0,0,0,1,0,0
4200,2020-07-08,23:55:55,surajitdasgupta,Surajit Dasgupta,pm narendra modi announce scheme and nirmala sitharaman explain may when could not meet due strict lockdown every later which need approval,Delhi,0,0,0,1,0,0,0
4201,2020-07-08,23:54:57,anandsingh85,Anand Singh,please look if want save family life bill unit consume since lockdown need min start business back,Delhi,0,0,0,0,1,0,0
4202,2020-07-08,23:53:10,rajeevs3527,Rajeev thakur 🇮🇳,book start enjoy lockdown period,Delhi,0,0,0,1,0,0,0
4203,2020-07-08,23:50:52,humnright,Manva Adhikaar,not after lockdown,Delhi,0,0,0,1,0,0,0
4204,2020-07-08,23:48:35,live_hindustan,Hindustan,समेत के को भी किया गया क्या खुला रहेगा और क्या बंद,Delhi,0,0,0,1,0,0,0
4205,2020-07-08,23:43:24,ani_bhatia,Anita,join hand come together and raise fund rural family raigad who daily even meet basic need due lockdown and cyclone link,Delhi,0,0,0,1,0,0,0
4206,2020-07-08,23:41:06,bindeshyadav3,Bindesh yadav,end lockdown totally लॉक पूरी तरह से करें। ॉक पूरी तरह करें,Delhi,0,0,0,0,0,0,1
4208,2020-07-08,23:36:26,19afham,Afham_Haider,<PERSON> jinniya papa diya c <LAUGH> sabh diya ban lockdown ch <LAUGH> <LAUGH>,Delhi,0,0,0,1,0,0,0
4209,2020-07-08,23:35:37,monikas21,Monika Srivastava BJP,से तो से हो अब दिनों दिन जा रहे हो lockdown ने और कर दिया है लो <LAUGH>,Delhi,0,0,0,1,0,0,0
4210,2020-07-08,23:33:41,varunn_7,Varun pandey,do daily year start lockdown start tomorrow thanks brother really appreciate blog write highly <HAPPY>,Delhi,0,0,0,1,0,0,0
4211,2020-07-08,23:32:29,dcode7_india,dCODE7 Technologies,do not do different work do work differently,Delhi,0,0,0,1,0,0,0
4212,2020-07-08,23:32:24,khansalahuddin,Khan Salahuddin,do job raise issue people power amroha work during lockdown,Delhi,0,0,0,1,0,0,0
4213,2020-07-08,23:31:07,hindustantimes,Hindustan Times,panic buying return city brace fresh lockdown zone,Delhi,0,0,0,1,0,0,0
4214,2020-07-08,23:29:41,romeshsabharwal,Romesh Sabharwal Congress candidate NewDelhi,work bar bar open during lockdown enjoy good night stay safe,Delhi,0,0,0,1,0,0,0
4215,2020-07-08,23:28:40,romeshsabharwal,Romesh Sabharwal Congress candidate NewDelhi,lockdown mai,Delhi,0,0,0,1,0,0,0
4216,2020-07-08,23:27:56,seriousfunnyguy,Crusader Sudhir 🇮🇳,paid worker salary during lockdown sent ration money arrange medical care even when get covid work resume after month want raise salary already left high offer due worker shortage aur hum china ko beat karenge <SAD>,Delhi,0,0,0,0,0,0,1
4217,2020-07-08,23:24:18,ut3official,Utkarsh Sharma,lockdown help find real become part and stayed away world happy which wo not show,Delhi,0,0,0,1,0,0,0
4218,2020-07-08,23:23:25,vipinchauhan28,विपिन चौहान,mar lockdown aa gya new year <LAUGH> <LAUGH>,Delhi,0,0,0,1,0,0,0
4219,2020-07-08,23:22:56,lawmecher,I think therefore I am.,b possible meet swaeros ofcrs after lockdown wish meet personally heard many story m law,Delhi,0,0,0,1,0,0,0
4220,2020-07-08,23:21:08,gaganar75461798,Gagan Arora,still game and played well lockdown take <LAUGH>,Delhi,0,0,0,1,0,0,0
4221,2020-07-08,23:19:44,ranjitksharma,Ranjit K Sharma,launch twitter campaign help people fight stress and long period and support help spread,Delhi,0,0,0,1,0,0,0
4222,2020-07-08,23:18:44,albalaat,CodeName - Lockdown,start also why let go take space before or meanwhile अभी हूँ तो जी लेने दो में लेने दो,Delhi,0,0,0,0,0,0,0
4223,2020-07-08,23:18:26,sadafsayeed,Sadaf Sayeed 🇮🇳,<LAUGH> seem like covid lockdown result salary cut cell also kind research and fake news even pathetic standard,Delhi,1,0,0,0,0,0,0
4224,2020-07-08,23:15:48,soul_globals,Soul,temporary close due complete lockdown city stay tune update product and availability follow <NEUTRAL>,Delhi,0,0,0,0,0,0,1
4225,2020-07-08,23:09:59,aapactive123,Dheeraj Aap ( Fan Of Ak & Ms ),colombia lockdown august,Delhi,0,0,0,1,0,0,0
4226,2020-07-08,23:09:55,arprshahi,prafull chand shahi,lockdown dairy love,Delhi,0,0,0,1,0,0,0
4227,2020-07-08,23:09:52,neerajgbn,Sanidhya Sinha,अभिषेक अब काम यही कर दो में बहुत कुछ लिया है <HAPPY>,Delhi,0,0,0,1,0,0,0
4228,2020-07-08,23:08:40,apanditpandit,Ambika Pandit,govt response rti pm kisan scheme during lockdown show how lakh fail get benefit bengal yet beneficiary state not join central scheme since launch,Delhi,0,0,0,0,0,0,1
4229,2020-07-08,23:07:11,neerajy99254328,Neeraj Yadav,issue new order district say bihar city remain lockdown july,Delhi,0,0,0,1,0,0,0
4230,2020-07-08,23:06:54,shumaraha,Shuma Raha,update wb even bulletin say road won’t lockdown after and i’ve already panic bought and stock two week,Delhi,0,0,0,1,0,0,0
4233,2020-07-08,22:58:59,ravindrafki,Ravindra N Mishra,ravi sir jaideopatti block ghanshyampur darbhanga work if sir k population please r lockdown r not able study online humble request give one or improve exist capacity,Delhi,0,0,0,0,0,0,1
4234,2020-07-08,22:58:37,crnath113,Chittaranjan Nath,covid characteristic implication u cdc advice dt potuswere not properly analyse see way mean lockdown need fight covid keep view spread much much faster personal contact,Delhi,0,0,0,0,0,0,1
4235,2020-07-08,22:57:29,ihwardhan,Hwardhan Patil-Harry,safaai ke peeche maksood ka <HAPPY> <SARCASM>,Delhi,0,0,0,1,0,0,0
4236,2020-07-08,22:56:30,vibhorag77,Vibhor,every which go lockdown period increase till th,Delhi,0,0,0,0,0,0,1
4237,2020-07-08,22:56:25,arprshahi,prafull chand shahi,lockdown dairy,Delhi,0,0,0,1,0,0,0
4238,2020-07-08,22:55:24,sachdeva_ekam,Ekam Sachdeva,mean lockdown ricksy incest <LAUGH>,Delhi,0,0,0,1,0,0,0
4239,2020-07-08,23:55:47,no2hate2,No2hate,non essential do not mean total lockdown need stop and put fine unnecessary movement people many people roam around first lockdown phase short reason mess,Karnataka,0,0,0,0,1,0,0
4241,2020-07-08,23:55:17,m39535691,n,death young people yr yr yr person yr yr yr yr do not comorbidities how <UNWELL> and patient bangalore maybe bed left u <SAD> lockdown please <SAD>,Karnataka,0,0,0,0,0,0,0
4243,2020-07-08,23:48:26,sm_pf,Shubhashish,bangalore need complete lockdown immediately pls dont delay else people remember mistake,Karnataka,0,0,0,1,0,0,0
4245,2020-07-08,23:43:44,parmarpradeep,Pradeep,understand challenge but worried get refund before lockdown after cooperate and wait long dont expect keep follow might not understand process really hard process refund,Karnataka,0,0,0,0,0,0,0
4246,2020-07-08,23:43:44,parmarpradeep,Pradeep,seriously get refund make earlier year cancel almost day before lockdown march and still refund not process wait patiently,Karnataka,0,0,0,0,0,0,1
4247,2020-07-08,23:40:34,m_karttik,କାର୍ତିିକ ସାହୁ ବାରି ରେ ନାଉ,far,Karnataka,0,0,0,1,0,0,0
4248,2020-07-08,23:37:45,sasikareti,Sasidhar Kareti(Sasi-Man),lockdown give much time hacker,Karnataka,0,0,0,1,0,0,0
4249,2020-07-08,23:23:25,bhosale_raiba,Raiba Bhosale,raiba bhosale student currently work project related compress air system vehicle want ask possible vehicle,Karnataka,0,0,0,1,0,0,0
4250,2020-07-08,23:20:59,no2hate2,No2hate,corona also anyways people go due vaccine come month or early next year why let death vaccine really come time why cannot wait lockdown many non essential,Karnataka,0,0,0,0,1,0,0
4251,2020-07-08,23:19:02,grcreativebox,Gopal Rauth,coronavirus germany shop lockdown bbc news,Karnataka,0,0,0,1,0,0,0
4252,2020-07-08,23:18:27,guruprasadgudi,Guruprasad B Gudi|ಗುರುಪ್ರಸಾದ ಬಿ ಗುಡಿ,lockdown karnataka seal specific place yes,Karnataka,0,0,0,0,0,0,1
4253,2020-07-08,23:14:21,aditipa27504440,Aditi Patil,what bangalore mirror do save city u ppl lockdown week save bengaluru,Karnataka,0,0,0,1,0,0,0
4255,2020-07-08,23:10:58,aditipa27504440,Aditi Patil,ur duty save ppl not report case impose lockdown hold meeting n impose lockdown immediately people already way govt handle spike pls suggest lockdown,Karnataka,0,0,0,0,0,0,1
4256,2020-07-08,23:04:57,aditipa27504440,Aditi Patil,lockdown save bengaluru why not state govt impose lockdown,Karnataka,0,0,0,1,0,0,0
4257,2020-07-08,23:04:14,guruprasadgudi,Guruprasad B Gudi|ಗುರುಪ್ರಸಾದ ಬಿ ಗುಡಿ,lockdown bangalore,Karnataka,0,0,0,1,0,0,0
4258,2020-07-08,23:02:03,kskiyer,Subbu Iyer,sir would do world good if could lockdown tv news channel month,Karnataka,1,0,0,0,0,0,0
4259,2020-07-08,23:01:13,inshoreinshes,Insha. 🌨️,month go really fast like last month lockdown especially exam begin,Karnataka,0,0,0,0,0,0,1
4260,2020-07-08,22:52:31,jeevanthunga,Jeevan,immediate lock require case report but still everywhere why not national party and cm wait centre lockdown which never happen,Karnataka,0,0,0,0,0,0,1
4261,2020-07-08,22:39:40,yogescv,Yogesh cv,affected much full lockdown case seem go may still go if govt do not think n start test ocr or hope health bulletin govt covid test pcr n rapid test ppl know wat type test do,Karnataka,0,0,0,0,0,0,1
4262,2020-07-08,22:39:15,aditipa27504440,Aditi Patil,lockdown solution lockdown solution lockdown maadi sir pls,Karnataka,0,0,0,0,0,0,1
4267,2020-07-08,22:37:04,itc_cares,ITC Cares,hi thank patience please inform mrp price product control brand and not change mrp post lockdown please do reach u case far assistance need happy help,Karnataka,0,0,0,0,0,0,1
4268,2020-07-08,22:33:44,yogescv,Yogesh cv,balance n living life govt already declare day one day do not affect one govt decision wats best ppl ppl give specific date lockdown n another n half day work tax n life wo not,Karnataka,0,0,0,0,0,0,1
4269,2020-07-08,22:25:53,khan_ismail313,Ismail Khan,dholera smart city world where corona could not enter interest not interest smart city dholera dint even lockdown yes read right gujrath,Karnataka,0,0,0,1,0,0,0
4270,2020-07-08,22:22:53,yogescv,Yogesh cv,afraid tax collection but even life ppl matter tax may increase but life do not maybe smart lockdown alternative day work day lockdown work thursday lockdown work half day work n sunday lockdown,Karnataka,0,0,0,0,0,0,1
4271,2020-07-08,22:20:56,yogescv,Yogesh cv,positive case r come also seem sky rocket many ppl come test positive hope govt take decision cross case may go hope even govt think smart maybe go partial lockdown know govt,Karnataka,0,0,0,0,0,0,1
4272,2020-07-08,22:20:43,sarathimozli,parthasarathi,people also do kind mistake lockdown time people go see little bit low but spread district,Karnataka,0,0,0,1,0,0,0
4273,2020-07-08,22:20:05,urdheeru,mr_incongnito,seven teen teen nineteen lockdown get,Karnataka,0,0,0,1,0,0,0
4274,2020-07-08,22:19:48,cloud___33,Baadal,case k taka bangalore condition deteriorate delhi haal hai <SAD> haal hai lockdown need,Karnataka,0,0,0,0,0,0,1
4275,2020-07-08,22:18:31,sm_pf,Shubhashish,set poor team make live dangerous and cm sleep act why lockdown happen wait go or delhi or,Karnataka,0,0,0,0,1,0,0
4276,2020-07-08,22:13:07,saketjn,Saket Jain,federal leader who do not respect not many science fact decision maker act first think later even harsh lockdown keep demo dividend,Karnataka,1,0,0,0,0,0,0
4277,2020-07-08,22:12:01,understandingf8,Understanding Football,post lockdown one top epl,Karnataka,0,0,0,1,0,0,0
4278,2020-07-08,21:58:01,nethraanj,Nethra,see ajio not go do not need,Karnataka,0,0,0,0,0,0,1
4279,2020-07-08,23:51:41,sassyqu45638829,kurta pajama,what new mere lockdown start hua h jab se hui h <LAUGH>,Rajasthan,0,0,0,0,0,0,1
4280,2020-07-08,23:50:27,anjaliv1444,Lockdown Rasmalai ❤️,mehant se karo ki de mere bhi ek ne se ki thi uski ne hua h,Rajasthan,0,0,0,0,0,0,0
